N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
137,73,60,6.08,26.57,64.44,77.58,Grapes
55,22,53,8.68,31.97,75.3,89.21,Grapes
126,72,96,1.13,26.92,69.83,55.16,Grapes
98,31,74,4.75,25.15,54.95,70.92,Grapes
64,99,63,0.36,37.7,63.73,54.92,Grapes
107,57,88,8.48,39.79,65.85,56.83,Grapes
102,97,35,11.92,39.88,55.07,89.47,Grapes
79,37,85,13.13,33.85,81.11,45.1,Grapes
125,54,42,1.27,29.92,68.6,53.85,Grapes
89,89,69,1.64,36.02,59.27,69.85,Grapes
108,90,104,10.29,25.27,64.37,85.38,Grapes
112,95,42,11.65,33.92,70.43,72.72,Grapes
97,36,91,1.75,25.95,50.54,86.28,Grapes
148,40,82,9.82,38.38,89.41,83.65,Grapes
141,89,85,3.38,38.86,65.92,46.19,Grapes
117,66,73,11.39,32.77,56.21,45.64,Grapes
56,56,97,7.6,34.18,65.93,46.54,Grapes
96,73,115,2.39,38.04,78.55,76.16,Grapes
92,34,90,12.2,38.81,61.76,61.01,Grapes
65,30,83,13.78,26.15,83.2,83.16,Grapes
71,28,78,1.35,27.28,84.34,69.69,Grapes
112,87,66,8.99,30.88,74.1,88.91,Grapes
95,22,47,11.43,32.65,75.88,53.33,Grapes
94,32,31,2.96,36.7,69.66,63.53,Grapes
90,25,85,3.86,34.89,73.29,86.02,Grapes
74,20,79,10.87,26.6,86.03,87.33,Grapes
99,24,98,9.97,39.13,73.95,60.92,Grapes
116,85,41,4.7,36.02,69.63,70.76,Grapes
101,60,45,3.59,32.63,59.96,58.79,Grapes
135,69,87,13.01,37.45,74.61,51.49,Grapes
80,26,47,4.99,29.35,70.3,68.23,Grapes
86,40,56,0.74,28.91,85.84,85.7,Grapes
71,72,40,9.76,28.98,59.25,70.53,Grapes
76,39,106,12.89,28.31,53.71,56.8,Grapes
51,84,95,10.86,28.26,81.48,81.43,Grapes
71,51,54,7.2,26.28,82.79,88.81,Grapes
102,93,62,9.01,34.7,52.31,57.68,Grapes
66,25,64,11.09,31.08,88.48,48.07,Grapes
105,60,117,10.29,34.71,58.73,76.88,Grapes
133,52,93,3.45,26.11,63.0,89.73,Grapes
137,93,74,2.77,29.79,78.01,89.17,Grapes
80,44,94,9.84,29.15,89.09,88.43,Grapes
92,43,54,11.58,27.95,60.27,52.19,Grapes
121,31,82,0.15,27.01,56.65,70.91,Grapes
102,56,106,6.93,31.73,79.07,69.67,Grapes
54,69,90,8.5,35.6,54.94,63.84,Grapes
51,28,63,12.45,39.16,69.19,86.54,Grapes
108,86,44,11.34,31.08,57.16,81.21,Grapes
53,23,99,5.12,38.56,86.51,76.38,Grapes
148,73,111,13.87,30.42,80.67,68.89,Grapes
83,25,57,0.1,36.17,51.34,66.93,Grapes
116,85,82,13.11,28.23,71.31,78.89,Grapes
133,56,51,8.82,33.15,79.63,66.71,Grapes
122,64,37,10.29,36.01,68.1,50.36,Grapes
55,33,85,13.66,32.66,60.62,81.82,Grapes
107,62,53,9.26,38.71,58.8,80.87,Grapes
96,85,41,11.13,35.92,76.87,49.98,Grapes
54,26,53,11.93,25.86,78.79,54.8,Grapes
110,74,30,9.44,39.4,76.23,69.17,Grapes
105,56,57,3.8,35.56,72.24,73.02,Grapes
84,95,37,7.86,28.59,53.23,71.72,Grapes
144,35,32,0.2,33.68,75.78,61.81,Grapes
62,36,110,10.74,34.23,58.79,65.21,Grapes
75,90,102,4.7,39.25,67.14,45.21,Grapes
135,20,88,7.02,27.97,62.84,66.5,Grapes
145,21,104,8.56,39.48,78.89,55.68,Grapes
113,52,63,0.24,28.63,62.17,58.78,Grapes
128,32,49,13.98,36.73,56.89,58.58,Grapes
60,84,48,6.48,31.53,62.56,80.36,Grapes
111,70,88,3.28,29.23,57.44,67.11,Grapes
129,52,102,12.0,30.23,75.79,52.84,Grapes
96,22,112,12.69,38.87,53.71,45.35,Grapes
119,79,67,11.51,36.89,60.82,79.05,Grapes
124,63,54,10.3,26.11,50.23,71.19,Grapes
107,24,57,8.02,38.77,63.14,73.66,Grapes
59,66,72,3.82,28.28,65.21,56.49,Grapes
65,62,43,7.33,25.45,68.69,88.28,Grapes
61,66,55,9.96,28.15,71.76,56.22,Grapes
120,25,54,6.07,29.78,59.27,65.67,Grapes
140,79,86,3.43,31.44,77.11,69.98,Grapes
137,55,55,13.74,38.49,53.85,53.42,Grapes
99,56,43,8.24,33.84,70.37,62.2,Grapes
64,96,95,5.15,27.37,67.85,64.02,Grapes
108,95,99,11.82,39.06,69.24,76.04,Grapes
119,25,93,1.63,38.41,87.2,63.61,Grapes
111,49,55,12.39,35.71,55.04,88.31,Grapes
132,29,63,10.3,34.64,54.8,81.78,Grapes
121,47,84,4.85,32.7,54.2,74.23,Grapes
111,25,49,13.92,25.63,53.85,75.38,Grapes
149,92,83,7.56,39.18,64.5,55.68,Grapes
99,43,65,9.49,27.82,59.6,61.79,Grapes
126,71,89,7.54,36.6,52.82,52.6,Grapes
103,87,32,4.16,37.97,86.57,54.96,Grapes
103,64,86,9.34,26.9,87.89,82.27,Grapes
146,46,64,11.14,30.97,76.02,80.57,Grapes
145,87,56,10.47,25.32,82.59,49.97,Grapes
77,32,37,13.68,37.29,80.35,81.57,Grapes
100,94,113,1.19,38.17,79.7,57.58,Grapes
123,94,86,11.99,32.04,71.97,57.1,Grapes
82,38,103,8.06,32.16,72.45,73.17,Grapes
50,52,111,6.96,39.2,65.72,89.55,Grapes
134,97,62,12.34,38.57,63.8,65.38,Grapes
118,32,96,9.0,33.59,78.44,78.48,Grapes
50,26,119,0.6,39.36,57.21,58.2,Grapes
104,52,112,1.29,29.71,78.03,73.94,Grapes
134,51,31,5.66,30.14,82.49,60.46,Grapes
138,64,115,0.15,27.25,67.17,48.79,Grapes
133,75,55,5.22,35.62,88.98,64.58,Grapes
94,91,52,11.64,35.72,81.74,70.96,Grapes
122,65,62,10.95,35.06,73.67,62.17,Grapes
129,38,57,13.59,35.7,77.02,81.35,Grapes
141,53,32,11.66,32.54,71.17,50.46,Grapes
89,82,82,13.12,33.95,76.97,88.95,Grapes
110,89,90,3.83,36.5,67.03,74.9,Grapes
85,73,71,4.94,27.26,79.28,88.96,Grapes
73,74,96,6.6,35.1,59.69,68.66,Grapes
129,69,95,10.7,28.35,83.68,65.21,Grapes
63,84,76,7.78,25.99,79.19,63.64,Grapes
147,64,75,9.98,30.42,77.85,46.09,Grapes
137,49,60,9.78,28.05,89.67,55.28,Grapes
124,98,87,7.01,26.25,57.37,87.8,Grapes
149,92,44,12.32,27.15,86.68,64.14,Grapes
50,80,39,5.89,29.47,70.22,84.03,Grapes
96,78,115,6.66,30.07,63.64,67.79,Grapes
125,21,71,2.61,34.92,71.72,70.6,Grapes
70,49,86,1.4,36.65,60.45,68.08,Grapes
122,65,102,13.16,36.54,86.75,77.96,Grapes
88,87,43,10.6,32.95,89.62,57.03,Grapes
52,38,113,6.6,36.19,86.72,56.24,Grapes
65,24,94,13.7,35.01,57.56,80.02,Grapes
117,92,119,13.99,36.57,83.29,73.9,Grapes
75,76,45,1.17,30.54,51.7,68.6,Grapes
103,82,109,8.37,39.47,60.06,76.83,Grapes
62,71,71,10.22,26.37,61.81,79.05,Grapes
110,78,107,1.54,30.69,50.09,54.43,Grapes
69,79,54,7.17,35.89,59.38,58.76,Grapes
132,99,77,3.65,28.29,88.84,64.28,Grapes
76,39,50,2.87,35.83,87.42,60.93,Grapes
51,52,82,10.91,34.67,77.78,54.64,Grapes
59,31,108,2.6,37.62,54.44,67.13,Grapes
109,40,31,10.15,38.8,82.06,51.12,Grapes
138,75,34,0.92,37.1,72.22,46.37,Grapes
68,42,112,11.11,26.23,88.4,79.63,Grapes
64,39,40,11.37,27.05,72.87,83.4,Grapes
96,68,31,7.1,34.61,73.23,81.58,Grapes
73,66,50,1.41,37.77,59.0,47.77,Grapes
65,89,72,4.04,34.88,74.22,53.64,Grapes
130,64,57,5.59,29.62,60.62,49.85,Grapes
109,95,69,2.73,32.6,52.26,65.09,Grapes
129,54,110,13.26,26.98,76.27,84.35,Grapes
131,91,105,5.98,32.96,74.67,59.54,Grapes
98,46,70,1.27,32.94,73.92,65.42,Grapes
53,99,54,1.35,26.56,59.89,60.82,Grapes
115,66,84,5.2,31.72,77.73,46.85,Grapes
98,51,113,9.9,32.0,70.35,75.05,Grapes
80,48,85,1.6,35.16,79.42,69.26,Grapes
115,90,73,5.74,31.64,61.1,59.15,Grapes
103,99,52,6.58,33.33,63.76,65.62,Grapes
51,72,99,3.34,31.41,56.17,85.23,Grapes
110,75,45,5.12,38.06,76.36,67.42,Grapes
64,62,96,7.63,30.49,73.78,46.45,Grapes
109,23,40,0.41,34.62,60.89,74.91,Grapes
92,83,32,7.48,38.94,69.12,54.07,Grapes
142,42,52,7.18,37.4,79.07,75.18,Grapes
147,79,101,5.5,38.28,54.69,64.3,Grapes
89,49,110,2.74,33.19,81.61,76.6,Grapes
145,62,103,11.84,33.27,62.15,70.93,Grapes
134,67,119,8.47,27.5,82.13,82.96,Grapes
79,99,60,13.3,28.0,58.7,60.09,Grapes
112,26,50,6.23,36.72,63.87,70.46,Grapes
73,50,55,11.36,30.33,79.59,82.94,Grapes
93,38,81,0.97,25.64,68.69,64.46,Grapes
63,71,89,6.5,25.46,73.75,88.47,Grapes
77,87,108,7.74,32.97,51.23,50.83,Grapes
63,25,92,8.56,36.05,54.42,47.72,Grapes
105,79,90,8.33,38.16,73.77,51.53,Grapes
83,31,115,6.8,37.3,65.02,76.08,Grapes
127,57,67,6.91,33.52,63.33,45.53,Grapes
138,32,112,12.33,31.23,55.82,86.85,Grapes
61,47,37,12.48,31.81,86.79,53.77,Grapes
105,24,56,6.05,34.64,85.35,88.43,Grapes
110,65,66,11.64,31.41,52.24,54.17,Grapes
110,65,63,5.44,31.91,84.24,52.25,Grapes
89,46,58,2.4,25.96,79.93,55.44,Grapes
69,45,88,9.58,34.74,71.82,49.13,Grapes
91,81,64,9.9,29.39,69.79,53.99,Grapes
56,87,117,8.35,32.04,78.97,56.6,Grapes
128,91,77,1.33,39.11,53.12,61.33,Grapes
122,31,92,1.85,33.8,67.76,79.75,Grapes
117,96,95,5.95,36.77,76.21,65.02,Grapes
80,71,69,8.9,34.97,62.48,83.48,Grapes
136,56,45,10.25,26.1,80.74,63.44,Grapes
119,44,94,13.09,25.16,62.39,87.65,Grapes
141,58,87,12.55,34.35,69.28,89.37,Grapes
125,86,64,3.54,38.94,60.97,54.77,Grapes
96,38,98,7.63,32.74,85.51,58.04,Grapes
100,90,104,2.27,37.14,60.28,46.62,Grapes
107,96,118,2.24,39.83,56.2,80.59,Grapes
71,43,101,10.3,40.0,83.43,79.82,Grapes
73,70,90,3.44,30.94,77.67,66.03,Grapes
83,64,44,12.68,25.55,73.46,86.65,Grapes
112,27,96,4.74,27.67,88.24,58.15,Grapes
109,91,57,1.72,39.83,57.25,85.03,Grapes
68,64,106,8.65,31.2,73.5,74.98,Grapes
73,21,86,9.19,32.74,81.22,84.48,Grapes
113,49,35,5.32,33.99,51.18,72.25,Grapes
69,86,33,11.51,27.64,78.87,67.57,Grapes
147,64,34,4.9,27.02,89.71,51.95,Grapes
76,45,70,8.95,31.46,72.41,61.35,Grapes
107,36,104,12.61,28.94,53.35,81.08,Grapes
93,57,60,13.2,29.61,81.96,89.44,Grapes
142,86,40,5.18,25.01,74.45,78.88,Grapes
114,76,93,6.93,38.76,78.89,84.84,Grapes
95,52,91,1.42,37.65,82.52,65.02,Grapes
149,98,65,6.74,35.95,53.05,89.36,Grapes
103,91,41,12.51,25.06,72.27,62.22,Grapes
88,83,117,10.47,33.18,73.59,89.51,Grapes
56,42,112,9.67,39.33,82.06,85.0,Grapes
103,31,30,0.67,26.39,54.06,85.73,Grapes
92,27,35,12.26,28.64,62.29,69.28,Grapes
69,92,95,3.97,33.85,67.62,66.93,Grapes
133,91,87,1.69,26.74,86.04,73.81,Grapes
74,57,49,2.05,37.89,71.61,57.88,Grapes
92,52,41,9.88,39.41,57.34,86.95,Grapes
134,67,39,12.56,26.44,89.97,77.71,Grapes
122,64,77,8.51,32.89,56.56,83.65,Grapes
76,94,37,11.0,32.81,74.31,74.91,Grapes
141,42,63,10.35,39.14,84.71,79.67,Grapes
74,62,32,2.39,33.15,73.15,86.21,Grapes
85,44,78,7.01,37.21,54.35,58.27,Grapes
147,34,48,0.83,32.96,58.21,87.78,Grapes
115,29,113,13.28,39.98,69.88,82.82,Grapes
58,39,68,6.91,30.54,84.51,75.93,Grapes
132,35,88,0.87,39.82,88.49,78.87,Grapes
128,76,96,5.42,37.87,62.08,59.36,Grapes
102,65,99,9.86,28.92,83.69,62.77,Grapes
70,20,63,13.39,30.4,72.75,87.6,Grapes
99,44,47,0.99,39.86,59.62,75.07,Grapes
65,75,51,7.58,35.25,72.69,73.01,Grapes
115,65,81,10.06,38.93,55.56,87.97,Grapes
75,78,40,11.42,36.73,53.4,45.2,Grapes
93,81,95,3.89,33.15,53.44,64.07,Grapes
78,97,89,13.05,31.06,75.08,64.69,Grapes
146,80,53,5.13,27.8,68.11,60.24,Grapes
147,27,36,9.93,38.76,54.22,60.36,Grapes
95,60,100,6.53,38.37,61.34,87.05,Grapes
140,34,81,9.37,32.52,88.7,55.96,Grapes
120,63,117,3.42,25.13,78.46,46.18,Grapes
98,20,61,3.53,30.49,63.27,58.66,Grapes
64,84,81,8.68,38.97,82.48,87.38,Grapes
66,53,114,12.02,39.18,70.32,54.39,Grapes
58,23,110,2.27,31.76,60.17,62.11,Grapes
126,21,61,5.35,38.7,76.71,58.57,Grapes
81,58,73,9.76,27.88,51.64,52.32,Grapes
115,73,54,9.49,34.09,83.78,79.08,Grapes
108,29,80,8.38,39.88,87.78,55.56,Grapes
81,61,76,6.47,25.87,68.42,46.54,Grapes
133,64,110,3.08,38.31,56.28,59.55,Grapes
92,45,62,13.65,34.0,66.75,58.88,Grapes
132,46,117,0.37,36.39,61.56,65.29,Grapes
140,58,67,6.78,28.74,69.29,71.02,Grapes
149,44,65,0.8,39.46,55.15,77.17,Grapes
108,48,83,3.82,25.69,50.51,61.13,Grapes
79,41,109,8.71,27.16,89.97,54.82,Grapes
60,79,54,13.4,37.58,76.91,68.24,Grapes
129,71,99,11.85,27.47,75.38,73.01,Grapes
75,40,56,3.08,36.34,88.46,66.47,Grapes
143,27,104,10.4,26.1,81.19,69.07,Grapes
51,85,58,4.3,34.6,84.51,57.9,Grapes
83,95,80,11.95,33.29,82.09,80.16,Grapes
90,37,56,8.88,29.34,73.51,65.18,Grapes
135,34,100,8.34,26.51,87.13,77.33,Grapes
80,22,31,7.36,27.2,72.46,55.72,Grapes
112,78,38,6.52,31.23,68.81,56.41,Grapes
104,74,117,2.29,26.87,70.64,61.09,Grapes
110,51,57,12.51,27.47,76.11,55.99,Grapes
134,30,75,4.23,29.65,86.32,51.07,Grapes
85,72,48,5.39,34.84,82.54,84.96,Grapes
89,48,44,10.39,32.46,51.36,72.38,Grapes
72,86,31,11.25,39.85,84.55,89.92,Grapes
75,23,78,11.74,39.32,52.04,54.35,Grapes
67,28,43,6.09,29.18,52.45,53.97,Grapes
128,76,47,4.48,33.86,57.11,57.97,Grapes
83,57,103,0.08,25.2,53.45,56.62,Grapes
135,26,35,5.89,39.42,52.54,89.57,Grapes
77,84,50,8.35,36.52,73.0,68.78,Grapes
98,54,52,0.7,31.96,84.86,59.59,Grapes
113,66,46,6.18,29.9,87.06,84.05,Grapes
120,53,68,0.24,35.55,59.71,56.4,Grapes
112,82,92,9.39,35.01,63.14,82.76,Grapes
111,28,79,12.95,32.77,76.47,49.87,Grapes
91,91,100,8.95,36.33,80.42,54.71,Grapes
73,38,35,5.05,26.95,65.61,47.18,Grapes
84,45,94,2.41,29.55,51.95,70.28,Grapes
126,65,47,4.74,37.97,57.97,88.07,Grapes
104,75,64,5.85,30.34,61.96,89.88,Grapes
98,29,76,3.66,25.79,73.19,83.22,Grapes
126,62,96,5.62,35.36,88.69,89.01,Grapes
144,49,94,13.08,38.02,71.16,85.91,Grapes
108,59,32,2.34,32.51,79.15,70.96,Grapes
132,74,111,3.09,25.1,53.76,62.12,Grapes
142,77,44,3.13,33.93,58.59,85.29,Grapes
71,50,43,9.8,38.8,64.5,84.89,Grapes
134,91,66,11.55,32.71,64.43,48.04,Grapes
110,66,46,6.52,30.46,57.97,55.32,Grapes
129,96,45,13.21,31.57,60.87,45.52,Grapes
79,56,58,10.43,27.85,64.78,55.12,Grapes
118,76,48,5.68,27.33,87.09,75.93,Grapes
109,98,117,9.24,36.59,83.83,67.83,Grapes
55,76,49,5.85,25.82,59.88,61.42,Grapes
134,22,50,4.38,30.18,87.44,67.54,Grapes
60,48,52,6.02,33.24,63.98,53.0,Grapes
73,64,99,7.03,29.51,82.83,74.16,Grapes
141,92,101,1.06,34.6,55.11,49.2,Grapes
128,21,40,1.82,33.81,87.4,88.26,Grapes
100,34,84,13.69,26.3,89.5,49.26,Grapes
68,37,90,8.51,35.68,67.17,46.68,Grapes
99,48,66,0.67,30.32,71.13,69.6,Grapes
130,59,39,1.16,32.72,86.05,76.41,Grapes
52,22,46,12.55,27.18,70.4,64.71,Grapes
52,77,105,13.11,36.26,59.06,60.86,Grapes
141,90,79,6.78,31.39,88.94,49.03,Grapes
80,57,46,13.67,34.45,84.43,70.3,Grapes
96,48,72,7.13,38.32,75.97,50.86,Grapes
57,50,55,8.01,31.66,75.11,63.62,Grapes
66,84,53,13.45,35.83,69.15,63.71,Grapes
148,62,95,0.8,26.16,70.52,89.6,Grapes
149,46,63,7.7,39.02,76.88,84.98,Grapes
140,46,117,4.19,36.17,85.54,53.07,Grapes
94,88,107,8.86,33.03,89.91,85.93,Grapes
146,22,87,9.97,26.6,81.52,70.39,Grapes
109,48,115,3.95,39.22,75.59,72.25,Grapes
124,32,113,3.77,28.2,78.01,84.38,Grapes
70,79,45,9.71,26.04,69.59,53.33,Grapes
119,86,45,11.32,38.78,51.62,86.66,Grapes
70,89,101,2.04,25.25,77.21,59.03,Grapes
107,66,31,4.98,26.75,64.21,48.46,Papaya
104,87,117,10.74,34.01,62.03,75.5,Papaya
77,52,109,1.63,25.96,63.73,70.06,Papaya
130,25,93,6.62,28.41,63.96,63.17,Papaya
131,83,109,8.92,33.53,56.35,82.21,Papaya
124,97,31,12.6,28.23,72.72,78.18,Papaya
95,90,71,4.68,32.94,79.99,49.38,Papaya
93,89,33,7.22,39.13,74.18,81.1,Papaya
138,70,39,11.82,27.72,89.57,80.94,Papaya
143,86,52,4.63,27.31,78.68,70.99,Papaya
74,41,107,12.79,31.87,64.94,46.01,Papaya
120,91,53,8.84,26.02,54.12,59.5,Papaya
98,43,103,9.34,30.78,57.18,47.77,Papaya
95,96,89,2.46,32.61,59.45,71.72,Papaya
140,96,119,0.51,36.47,86.18,76.21,Papaya
139,84,44,10.79,25.9,76.06,87.94,Papaya
112,72,56,13.14,37.67,60.75,88.87,Papaya
126,60,114,8.83,32.56,60.0,59.88,Papaya
137,51,107,9.38,32.93,51.05,80.45,Papaya
61,88,36,10.49,31.55,55.64,73.3,Papaya
127,90,68,0.85,33.1,85.03,63.84,Papaya
106,64,99,9.92,32.72,79.02,61.35,Papaya
122,51,64,13.03,29.16,76.48,86.74,Papaya
113,47,45,12.22,25.53,89.98,83.75,Papaya
80,33,55,5.44,26.48,73.19,79.97,Papaya
53,32,97,3.83,26.41,84.04,58.14,Papaya
103,69,90,2.28,31.0,84.42,89.77,Papaya
132,59,39,6.9,31.32,60.52,59.37,Papaya
114,20,55,10.33,27.78,59.59,73.72,Papaya
142,66,42,9.69,32.68,88.73,76.19,Papaya
55,49,72,8.2,39.02,61.6,82.12,Papaya
114,53,101,11.95,29.73,89.73,88.83,Papaya
138,65,56,1.12,27.91,67.63,54.88,Papaya
140,20,41,10.73,34.52,83.04,62.7,Papaya
71,53,88,0.82,31.09,82.29,58.27,Papaya
66,78,71,6.05,38.08,79.67,52.99,Papaya
108,26,61,4.34,32.19,83.14,85.15,Papaya
78,84,45,10.11,37.87,87.89,57.62,Papaya
116,61,79,1.5,35.86,85.84,73.05,Papaya
66,38,64,9.42,25.55,63.99,64.84,Papaya
51,32,51,6.32,39.47,52.64,81.33,Papaya
81,42,100,13.56,32.16,53.95,83.62,Papaya
71,85,111,1.54,37.36,51.89,86.79,Papaya
146,22,70,5.89,30.64,78.9,88.5,Papaya
107,55,76,2.74,25.28,56.94,58.73,Papaya
102,68,40,6.01,34.15,88.99,45.22,Papaya
135,91,36,10.32,28.26,70.05,45.46,Papaya
96,91,92,13.93,28.28,51.97,57.99,Papaya
53,76,97,5.54,25.2,62.28,54.01,Papaya
87,83,46,10.32,30.11,65.57,76.82,Papaya
62,30,54,1.03,28.72,77.41,62.06,Papaya
110,60,88,11.81,30.71,68.44,60.55,Papaya
136,25,66,2.19,26.51,54.73,69.09,Papaya
113,64,103,8.41,36.89,50.28,49.03,Papaya
126,76,83,5.11,29.84,60.06,60.49,Papaya
133,52,109,2.27,28.96,66.01,66.44,Papaya
82,80,41,5.08,28.31,83.49,85.07,Papaya
147,37,46,11.31,39.18,82.83,56.44,Papaya
87,26,38,10.04,25.68,85.05,66.98,Papaya
78,48,61,4.46,30.52,61.27,57.71,Papaya
110,88,111,7.0,39.63,70.41,57.69,Papaya
81,35,86,2.6,37.11,66.36,45.3,Papaya
60,88,117,6.44,37.26,55.14,54.32,Papaya
67,93,37,4.89,30.79,86.75,72.2,Papaya
94,48,62,8.51,38.8,76.25,77.19,Papaya
70,48,41,12.69,30.6,70.82,67.27,Papaya
61,35,63,6.12,29.9,60.3,74.32,Papaya
69,23,96,7.35,38.42,76.7,74.36,Papaya
56,84,81,12.26,25.57,82.82,69.12,Papaya
140,91,30,13.89,36.3,65.51,54.0,Papaya
120,20,58,3.34,39.88,57.34,45.01,Papaya
51,22,34,8.31,31.68,82.01,55.57,Papaya
92,83,67,1.29,29.08,55.81,69.76,Papaya
146,85,50,2.97,28.23,61.47,68.94,Papaya
70,76,88,3.76,30.69,65.22,75.09,Papaya
78,94,49,9.67,38.81,56.12,55.84,Papaya
81,37,117,3.73,30.8,85.54,45.94,Papaya
94,58,72,9.66,36.8,54.13,86.15,Papaya
125,26,91,12.08,38.23,51.27,54.99,Papaya
126,74,66,11.0,37.96,51.35,49.34,Papaya
108,36,31,11.38,32.52,55.27,75.89,Papaya
52,87,92,13.72,26.14,81.67,48.19,Papaya
88,55,103,1.0,34.74,57.34,50.72,Papaya
100,20,72,5.92,35.56,68.17,49.43,Papaya
57,54,59,8.84,36.67,63.18,54.39,Papaya
95,95,68,10.54,38.78,69.94,61.73,Papaya
115,36,95,11.72,32.93,63.79,64.21,Papaya
55,99,32,13.62,37.94,75.8,85.22,Papaya
107,47,105,10.48,29.04,54.04,65.65,Papaya
90,51,30,13.28,27.23,70.59,84.58,Papaya
128,74,30,5.39,26.83,62.82,58.28,Papaya
103,54,58,0.84,36.59,61.49,57.07,Papaya
125,38,38,0.9,31.75,81.39,84.2,Papaya
90,99,41,6.33,34.09,50.96,88.95,Papaya
97,23,86,0.38,35.82,71.52,57.35,Papaya
145,40,41,7.49,27.99,51.5,71.51,Papaya
119,63,103,10.4,39.47,68.45,57.88,Papaya
76,81,51,4.33,29.83,77.62,68.99,Papaya
96,20,112,2.74,37.43,88.64,54.34,Papaya
126,70,106,10.6,28.25,81.38,54.91,Papaya
72,95,68,3.39,32.45,78.86,82.88,Papaya
123,36,113,13.91,37.13,66.22,58.02,Papaya
63,56,79,6.31,39.15,66.35,58.83,Papaya
110,55,89,8.06,28.39,69.58,63.86,Papaya
116,48,65,3.3,34.6,69.89,62.91,Papaya
125,88,119,2.08,34.76,65.99,63.66,Papaya
74,22,117,5.5,28.69,70.85,48.23,Papaya
114,34,91,6.63,33.18,71.97,86.56,Papaya
145,86,108,1.04,33.89,72.15,46.17,Papaya
73,96,87,7.6,29.32,69.44,55.75,Papaya
102,88,87,3.25,32.97,68.16,45.06,Papaya
122,40,69,2.37,37.01,82.94,75.76,Papaya
99,42,73,8.91,25.44,59.42,73.44,Papaya
50,66,113,1.53,32.3,51.75,63.86,Papaya
88,53,92,6.39,29.57,52.03,74.83,Papaya
123,60,52,2.62,31.01,74.76,51.75,Papaya
93,66,50,7.02,33.18,66.94,66.03,Papaya
143,50,45,4.51,32.15,76.35,79.57,Papaya
54,54,97,9.94,32.62,87.98,81.6,Papaya
117,26,37,4.28,27.47,66.24,67.87,Papaya
121,64,75,0.53,26.05,87.24,87.75,Papaya
129,76,47,9.76,33.23,87.59,73.73,Papaya
114,41,52,11.82,33.06,77.93,78.24,Papaya
128,89,111,0.4,28.57,86.79,68.32,Papaya
137,40,66,11.21,34.42,80.21,67.87,Papaya
64,68,93,2.96,26.98,80.84,84.03,Papaya
99,66,109,6.35,35.84,69.96,71.84,Papaya
55,46,119,4.37,33.09,78.47,62.55,Papaya
115,29,119,4.99,28.44,82.93,45.61,Papaya
118,63,111,8.63,34.73,82.57,75.89,Papaya
88,70,80,6.17,39.12,88.93,56.0,Papaya
147,37,64,2.7,29.6,83.9,58.07,Papaya
145,87,49,3.03,28.43,59.98,85.31,Papaya
78,57,49,0.59,32.52,54.99,52.51,Papaya
142,55,61,4.39,36.58,78.41,49.81,Papaya
137,79,104,1.15,33.5,85.75,84.83,Papaya
95,87,92,13.95,32.72,88.19,59.59,Papaya
80,93,106,4.67,29.42,78.36,77.81,Papaya
73,93,42,4.96,38.67,74.45,57.65,Papaya
64,64,100,9.2,29.46,70.11,77.46,Papaya
125,93,115,7.2,39.78,79.14,55.97,Papaya
69,94,56,1.09,36.63,68.84,79.8,Papaya
53,28,69,3.86,39.54,78.59,60.61,Papaya
107,32,99,10.31,39.49,79.44,77.91,Papaya
126,76,88,11.06,31.16,78.85,51.65,Papaya
110,76,58,8.28,28.33,66.03,68.75,Papaya
59,56,59,9.84,32.1,59.7,64.25,Papaya
90,66,116,9.7,27.23,88.03,88.52,Papaya
102,30,64,4.14,27.91,73.99,78.49,Papaya
136,47,84,5.1,33.25,57.48,83.46,Papaya
120,25,98,1.96,37.88,82.89,81.03,Papaya
125,52,32,1.89,35.12,87.71,75.27,Papaya
97,33,71,5.91,32.73,53.76,71.02,Papaya
64,66,68,5.67,34.43,55.36,54.48,Papaya
56,48,73,2.71,26.76,79.99,46.52,Papaya
121,34,108,11.2,37.65,52.18,87.36,Papaya
120,75,95,7.5,34.51,86.15,45.49,Papaya
92,88,84,4.14,31.75,70.54,46.43,Papaya
53,50,60,1.77,25.43,54.41,54.39,Papaya
100,38,62,5.23,28.83,69.46,83.05,Papaya
120,37,43,10.55,35.14,56.3,61.18,Papaya
108,77,78,9.4,30.72,76.92,86.44,Papaya
90,89,58,7.91,28.37,72.12,60.49,Papaya
110,92,37,5.99,38.3,74.23,62.56,Papaya
79,49,106,9.73,38.02,61.58,86.74,Papaya
67,54,78,8.93,27.47,60.92,78.04,Papaya
79,36,45,1.52,28.53,81.88,59.88,Papaya
56,35,118,11.2,28.95,75.44,62.95,Papaya
101,87,89,10.02,38.04,60.67,73.61,Papaya
97,52,69,8.9,39.23,61.44,51.63,Papaya
72,55,62,3.49,28.45,64.18,83.15,Papaya
86,30,32,12.9,31.17,59.2,88.69,Papaya
120,79,42,12.25,29.89,87.85,77.59,Papaya
142,23,75,0.83,28.21,63.4,72.54,Papaya
147,82,106,4.98,34.04,67.84,51.49,Papaya
102,24,55,2.52,29.52,85.22,46.29,Papaya
94,83,63,2.04,35.93,74.89,74.38,Papaya
98,96,40,4.35,27.19,69.46,76.31,Papaya
98,23,62,4.86,36.06,56.5,56.85,Papaya
131,54,114,8.7,29.25,72.12,65.53,Papaya
96,45,116,11.93,39.34,72.5,50.47,Papaya
